client_id,current_age,retirement_age,birth_year,birth_month,gender,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,age_group,income_group,credit_score_group,debt_to_income_ratio
1895,56,65,1963,3,Female,39.75,-74.22,20034,40848,146608,706,2,56-65,Lower Middle,Good,3.589
1891,47,66,1973,2,Female,29.19,-81.05,16733,34112,39842,725,4,46-55,Lower Middle,Good,1.168
453,26,67,1994,2,Female,32.79,-96.76,63159,128775,232506,655,1,26-35,High Income,Fair,1.806
341,50,66,1969,10,Male,40.87,-73.4,51032,104045,0,734,3,46-55,High Income,Good,0.0
1571,58,66,1961,6,Female,36.29,-86.6,25166,51316,0,759,6,56-65,Upper Middle,Very Good,0.0
1615,66,59,1954,1,Female,42.31,-83.21,24561,48690,36262,701,6,65+,Upper Middle,Good,0.745
1647,18,65,2002,2,Female,41.31,-79.38,17321,35311,44783,684,5,18-25,Lower Middle,Good,1.268
680,42,63,1977,8,Female,28.5,-81.37,13414,27354,42226,799,1,36-45,Low Income,Very Good,1.544
52,56,66,1963,4,Female,41.56,-73.59,31288,63796,82173,730,3,56-65,High Income,Good,1.288
1387,28,65,1991,5,Male,35.72,-78.84,32485,66237,146680,785,1,26-35,High Income,Very Good,2.214
1034,58,66,1961,7,Female,35.12,-80.71,27254,55569,76181,698,6,56-65,Upper Middle,Good,1.371
677,40,65,1979,5,Male,44.94,-93.1,32972,67226,128174,729,3,36-45,High Income,Good,1.907
440,43,50,1976,11,Female,42.67,-70.98,52066,106159,144773,703,5,36-45,High Income,Good,1.364
338,68,72,1951,8,Female,42.83,-78.63,24651,50258,0,686,3,65+,Upper Middle,Good,0.0
1120,44,69,1975,5,Female,33.72,-118.0,26966,54981,121701,737,1,36-45,Upper Middle,Good,2.214
1127,59,70,1960,8,Male,26.14,-81.79,17455,35590,92603,720,4,56-65,Lower Middle,Good,2.602
1662,41,67,1978,5,Male,38.53,-90.0,24509,49967,58582,712,4,36-45,Upper Middle,Good,1.172
1462,30,63,1989,7,Female,44.1,-122.8,18446,37610,64933,586,1,26-35,Lower Middle,Fair,1.726
1848,31,66,1988,11,Female,40.1,-74.93,24817,50599,83732,791,2,26-35,Upper Middle,Very Good,1.655
1444,64,67,1955,10,Male,40.63,-73.63,32805,66885,144703,698,7,56-65,High Income,Good,2.163
45,61,67,1959,1,Female,40.86,-74.15,31281,63781,111808,654,1,56-65,High Income,Fair,1.753
1102,49,65,1970,7,Female,36.12,-95.91,46461,94733,0,707,5,46-55,High Income,Good,0.0
1636,49,66,1970,5,Male,39.09,-94.58,12064,24598,23019,695,4,46-55,Low Income,Good,0.936
502,46,66,1974,1,Male,40.93,-79.59,17870,36440,30574,745,2,46-55,Lower Middle,Very Good,0.839
1630,24,65,1996,1,Male,36.11,-80.81,15545,31693,98206,719,1,18-25,Lower Middle,Good,3.099
266,19,65,2000,3,Female,34.02,-118.15,13485,27494,26097,724,1,18-25,Low Income,Good,0.949
5,65,65,1955,2,Male,42.95,-77.13,19095,20614,14042,711,2,56-65,Low Income,Good,0.681
1712,82,65,1938,1,Female,32.79,-96.76,27814,66999,3140,730,5,65+,High Income,Good,0.047
1360,41,61,1978,4,Male,30.75,-86.57,19066,38874,64474,672,3,36-45,Lower Middle,Good,1.659
1013,25,69,1995,1,Female,38.99,-105.05,23550,48017,95549,711,1,18-25,Upper Middle,Good,1.99
993,47,64,1972,8,Female,29.43,-90.3,21966,44789,94789,638,1,46-55,Lower Middle,Fair,2.116
642,35,62,1984,5,Female,33.11,-94.16,16746,34143,49839,648,4,26-35,Lower Middle,Fair,1.46
1871,83,65,1936,7,Male,35.11,-106.62,15385,16611,1797,696,5,65+,Low Income,Good,0.108
1721,36,68,1983,3,Female,46.11,-118.3,18880,38496,64688,642,2,36-45,Lower Middle,Fair,1.68
868,78,64,1941,11,Male,35.46,-97.51,16016,31046,11436,706,6,65+,Lower Middle,Good,0.368
1517,37,71,1982,3,Male,38.9,-77.26,60593,123540,236393,764,4,36-45,High Income,Very Good,1.913
364,65,65,1954,5,Female,35.79,-83.97,18273,39809,0,775,4,56-65,Lower Middle,Very Good,0.0
686,64,65,1956,1,Male,32.53,-82.92,16958,34576,81087,683,1,56-65,Lower Middle,Good,2.345
696,74,67,1945,7,Female,40.63,-73.72,45685,110570,5700,766,8,65+,High Income,Very Good,0.052
962,28,69,1992,1,Male,44.52,-87.98,16801,34262,60506,846,2,26-35,Lower Middle,Excellent,1.766
1407,40,71,1979,12,Male,33.43,-86.99,19851,40473,54899,689,4,36-45,Lower Middle,Good,1.356
1015,33,67,1986,4,Female,33.88,-84.37,47453,96744,128122,838,5,26-35,High Income,Excellent,1.324
1456,48,70,1971,8,Male,33.12,-89.05,15316,31231,40499,681,3,46-55,Lower Middle,Good,1.297
1861,57,65,1962,5,Female,33.1,-96.66,32580,66427,103290,779,5,56-65,High Income,Very Good,1.555
161,31,70,1988,11,Male,31.56,-97.18,11512,23469,22976,731,3,26-35,Low Income,Good,0.979
263,30,69,1989,11,Male,40.09,-74.21,13006,26519,63979,663,3,26-35,Low Income,Fair,2.413
1389,40,64,1979,8,Female,33.83,-86.26,17067,34799,72749,793,2,36-45,Lower Middle,Very Good,2.091
1707,28,70,1991,12,Female,46.12,-123.67,17260,35194,56006,620,1,26-35,Lower Middle,Fair,1.591
1374,28,66,1991,7,Female,42.45,-87.84,19463,39679,93772,758,2,26-35,Lower Middle,Very Good,2.363
1855,67,66,1952,3,Male,37.3,-121.8,25115,31287,25844,728,4,65+,Lower Middle,Good,0.826
867,26,71,1993,9,Male,31.07,-97.61,19032,38805,54466,614,2,26-35,Lower Middle,Fair,1.404
274,43,67,1976,4,Female,38.89,-77.03,23940,48810,0,799,3,36-45,Upper Middle,Very Good,0.0
1552,62,67,1957,6,Male,43.65,-116.43,22290,45450,85218,686,3,56-65,Upper Middle,Good,1.875
635,25,64,1994,7,Female,40.76,-74.03,16770,34201,42895,731,1,18-25,Lower Middle,Good,1.254
1526,53,64,1966,3,Female,40.94,-121.74,16742,34137,80467,671,4,46-55,Lower Middle,Good,2.357
319,67,67,1952,12,Male,36.75,-119.67,17683,28357,10400,628,2,65+,Low Income,Fair,0.367
740,30,62,1989,8,Female,29.76,-95.38,15862,32343,39656,683,3,26-35,Lower Middle,Good,1.226
965,18,68,2002,1,Female,38.58,-121.4,20670,42142,116857,713,2,18-25,Lower Middle,Good,2.773
1421,30,65,1989,7,Male,35.11,-77.07,16177,32985,32764,740,2,26-35,Lower Middle,Good,0.993
1538,82,62,1937,8,Male,40.71,-73.99,16494,23572,216,590,2,65+,Low Income,Fair,0.009
1101,25,70,1994,12,Female,42.11,-72.53,14155,28862,20944,751,2,18-25,Low Income,Very Good,0.726
92,76,68,1943,10,Female,43.54,-96.73,21089,31145,5132,689,4,65+,Lower Middle,Good,0.165
125,64,70,1956,2,Female,37.63,-121.01,13015,26535,93592,724,5,56-65,Low Income,Good,3.527
449,58,70,1962,2,Female,40.56,-79.75,19517,39796,9452,729,5,56-65,Lower Middle,Good,0.238
1173,71,67,1948,3,Male,42.83,-106.32,25502,51703,5371,722,7,65+,Upper Middle,Good,0.104
1810,66,66,1953,12,Male,42.22,-83.36,18879,31175,5846,711,5,65+,Lower Middle,Good,0.188
1843,89,73,1930,11,Male,41.5,-87.63,16503,38761,69,760,7,65+,Lower Middle,Very Good,0.002
1578,86,62,1933,11,Male,30.33,-81.65,19382,33291,695,714,2,65+,Lower Middle,Good,0.021
658,40,64,1980,2,Female,29.67,-82.33,25812,52630,68559,725,4,36-45,Upper Middle,Good,1.303
1858,73,64,1946,12,Male,34.25,-118.41,14317,26481,10392,705,1,65+,Low Income,Good,0.392
1663,24,59,1995,7,Male,41.83,-87.68,0,2370,4397,581,1,18-25,Low Income,Fair,1.855
1503,59,67,1960,3,Male,32.35,-86.28,21102,43021,86014,725,4,56-65,Lower Middle,Good,1.999
725,18,68,2002,1,Male,42.35,-71.06,21809,44466,3096,709,2,18-25,Lower Middle,Good,0.07
1671,50,57,1969,3,Male,27.95,-82.48,21033,42886,60474,604,1,46-55,Lower Middle,Fair,1.41
1233,35,67,1984,5,Male,38.71,-90.12,18560,37843,40003,697,3,26-35,Lower Middle,Good,1.057
1271,34,66,1985,10,Male,36.11,-80.07,23738,48398,138998,642,3,26-35,Upper Middle,Fair,2.872
473,33,66,1986,10,Female,42.38,-83.1,13820,28181,37929,682,2,26-35,Low Income,Good,1.346
1541,48,65,1971,10,Female,36.09,-84.13,18353,37422,127116,681,5,46-55,Lower Middle,Good,3.397
149,24,54,1995,3,Female,33.02,-117.12,44747,91237,231619,594,1,18-25,High Income,Fair,2.539
560,59,65,1960,4,Male,44.96,-93.26,21535,43913,83944,676,4,56-65,Lower Middle,Good,1.912
1006,37,68,1982,4,Male,41.53,-87.26,21851,44550,117302,761,3,36-45,Lower Middle,Very Good,2.633
368,75,73,1945,2,Male,28.5,-81.37,20121,42806,20432,726,6,65+,Lower Middle,Good,0.477
1696,63,65,1956,12,Female,28.32,-80.68,26339,53702,85160,606,1,56-65,Upper Middle,Fair,1.586
416,86,65,1933,8,Female,36.17,-86.78,20030,38273,1658,765,6,65+,Lower Middle,Very Good,0.043
51,29,67,1991,2,Female,36.29,-86.6,25166,51303,106248,688,3,26-35,Upper Middle,Good,2.071
196,44,64,1975,5,Female,33.29,-83.96,17545,35775,67263,773,1,36-45,Lower Middle,Very Good,1.88
690,71,64,1948,3,Female,39.59,-105.01,31024,67186,29682,692,1,65+,High Income,Good,0.442
1477,47,67,1972,7,Male,40.15,-82.68,22934,46763,65106,696,3,46-55,Upper Middle,Good,1.392
260,62,70,1958,2,Male,26.21,-98.31,14275,29110,23504,699,3,56-65,Low Income,Good,0.807
857,90,62,1929,10,Male,39.46,-74.99,17685,41831,1100,615,1,65+,Lower Middle,Fair,0.026
1167,42,65,1978,1,Female,40.33,-75.92,24089,49117,42380,769,3,36-45,Upper Middle,Very Good,0.863
1358,69,70,1950,4,Female,43.1,-89.5,33808,68930,72619,768,4,65+,High Income,Very Good,1.054
1611,68,58,1952,1,Female,33.87,-78.63,13907,20334,9544,684,2,65+,Low Income,Good,0.469
734,43,61,1976,7,Female,42.88,-78.85,12220,24917,36101,693,2,36-45,Low Income,Good,1.449
1507,39,67,1980,12,Female,42.48,-89.03,21749,44344,82822,744,3,36-45,Lower Middle,Very Good,1.868
504,38,68,1982,1,Female,37.88,-89.49,16825,34311,61776,705,2,36-45,Lower Middle,Good,1.8
524,57,62,1962,3,Male,38.37,-81.81,17282,35239,43270,726,1,56-65,Lower Middle,Good,1.228
525,55,66,1964,4,Male,38.29,-120.58,18223,37147,0,703,3,46-55,Lower Middle,Good,0.0
250,50,64,1970,2,Female,44.52,-122.81,17003,34671,55643,786,6,46-55,Lower Middle,Very Good,1.605
479,57,69,1962,10,Male,39.11,-76.55,30004,61173,71422,692,3,56-65,High Income,Good,1.168
343,55,72,1964,9,Female,37.73,-121.24,23368,47643,45706,764,8,46-55,Upper Middle,Very Good,0.959
1196,60,61,1959,6,Female,35.24,-113.76,17113,34895,56622,820,4,56-65,Lower Middle,Excellent,1.623
1530,64,68,1956,2,Female,32.93,-97.22,0,1785,2892,732,3,56-65,Low Income,Good,1.62
1963,98,69,1921,11,Male,38.35,-121.93,26137,33869,370,821,7,65+,Lower Middle,Excellent,0.011
764,77,68,1943,1,Female,32.61,-83.63,20835,31066,20902,712,4,65+,Lower Middle,Good,0.673
213,37,68,1982,5,Female,32.91,-96.62,27057,55172,96779,629,3,36-45,Upper Middle,Fair,1.754
410,54,60,1966,2,Female,40.62,-96.63,23029,46956,94340,610,2,46-55,Upper Middle,Fair,2.009
1685,53,61,1966,7,Male,33.61,-111.89,36300,74012,93119,681,2,46-55,High Income,Good,1.258
225,32,68,1987,3,Male,29.76,-95.38,20055,40887,50734,688,4,26-35,Lower Middle,Good,1.241
1210,32,65,1987,11,Male,41.0,-76.85,16935,34531,60156,703,4,26-35,Lower Middle,Good,1.742
1336,18,67,2001,7,Female,40.66,-73.84,26481,53995,154800,673,1,18-25,Upper Middle,Good,2.867
576,68,64,1951,6,Female,33.95,-84.54,30747,63502,24100,638,7,65+,High Income,Fair,0.38
1677,51,67,1969,2,Male,33.57,-101.87,16272,33178,92366,671,2,46-55,Lower Middle,Good,2.784
1969,84,65,1935,4,Male,27.48,-82.57,29583,44690,2249,733,5,65+,Lower Middle,Good,0.05
1431,56,61,1963,3,Female,30.38,-89.06,19327,39409,52076,599,1,56-65,Lower Middle,Fair,1.321
558,19,63,2000,5,Male,27.97,-82.76,16223,33080,55066,692,3,18-25,Lower Middle,Good,1.665
1482,54,64,1965,8,Male,34.06,-84.27,43725,89152,162012,675,1,46-55,High Income,Good,1.817
1295,70,70,1950,2,Female,46.78,-92.11,17474,27772,14408,788,4,65+,Low Income,Very Good,0.519
1468,66,65,1954,1,Male,37.1,-121.6,26188,44137,22392,626,2,65+,Lower Middle,Fair,0.507
538,66,69,1954,2,Female,35.3,-77.15,14844,30265,36789,814,4,65+,Lower Middle,Excellent,1.216
748,55,69,1965,1,Male,29.76,-95.38,18412,37534,99840,706,3,46-55,Lower Middle,Good,2.66
1068,21,67,1998,11,Male,35.1,-110.64,15864,32345,61066,730,3,18-25,Lower Middle,Good,1.888
41,38,70,1981,3,Male,43.08,-91.56,13332,27183,58323,637,1,36-45,Low Income,Fair,2.146
807,52,71,1967,8,Female,42.77,-86.1,18877,38487,49725,691,3,46-55,Lower Middle,Good,1.292
1430,69,69,1950,4,Female,41.63,-93.74,26764,33642,20874,593,5,65+,Lower Middle,Fair,0.62
1873,51,67,1968,12,Female,31.84,-106.43,16823,34302,84935,651,3,46-55,Lower Middle,Fair,2.476
204,31,67,1988,9,Female,30.64,-97.68,20968,42754,60172,656,1,26-35,Lower Middle,Fair,1.407
424,24,69,1995,4,Female,40.29,-79.99,25037,51045,127864,772,2,18-25,Upper Middle,Very Good,2.505
980,84,69,1935,8,Male,39.32,-76.72,20641,24055,0,733,7,65+,Low Income,Good,0.0
1415,28,68,1991,12,Male,33.15,-117.17,22081,45021,77559,689,1,26-35,Upper Middle,Good,1.723
600,18,55,2001,5,Male,39.96,-76.73,22991,46878,60121,578,1,18-25,Upper Middle,Poor,1.282
652,82,66,1937,9,Female,41.76,-72.61,20065,22726,1692,784,6,65+,Low Income,Very Good,0.074
1129,49,65,1970,4,Male,33.18,-117.29,16894,34449,36540,686,3,46-55,Lower Middle,Good,1.061
885,36,66,1983,12,Male,36.67,-93.86,13895,28334,0,700,3,36-45,Low Income,Good,0.0
1899,31,67,1988,8,Female,47.94,-122.0,28037,57166,111755,737,2,26-35,Upper Middle,Good,1.955
1369,59,67,1961,1,Female,39.35,-85.96,17585,35854,49101,850,2,56-65,Lower Middle,Excellent,1.369
1057,39,71,1980,7,Female,33.2,-117.29,22050,44958,91549,787,1,36-45,Lower Middle,Very Good,2.036
1302,62,72,1958,2,Female,36.42,-81.46,14218,28988,13351,694,4,56-65,Low Income,Good,0.461
415,53,65,1966,5,Male,39.53,-83.43,16544,33729,0,763,4,46-55,Lower Middle,Very Good,0.0
83,31,69,1988,5,Male,38.29,-77.48,29157,59455,96224,557,1,26-35,Upper Middle,Poor,1.618
1093,18,70,2002,2,Male,40.64,-73.94,23316,47543,124177,667,1,18-25,Upper Middle,Fair,2.612
28,39,65,1980,4,Female,38.63,-77.26,26618,54273,110237,789,4,36-45,Upper Middle,Very Good,2.031
33,77,71,1942,6,Female,39.21,-119.71,18239,38692,8902,596,5,65+,Lower Middle,Fair,0.23
1646,54,69,1965,11,Male,40.33,-79.83,14663,29898,19719,714,5,46-55,Low Income,Good,0.66
1847,22,60,1998,1,Female,28.18,-82.74,15418,31443,52826,676,1,18-25,Lower Middle,Good,1.68
1152,43,65,1977,2,Male,37.94,-91.76,17428,35538,71591,747,1,36-45,Lower Middle,Very Good,2.014
134,43,67,1976,12,Male,31.84,-106.43,24608,50174,145300,643,4,36-45,Upper Middle,Fair,2.896
188,24,57,1995,6,Male,38.85,-77.29,42884,87436,135294,845,2,18-25,High Income,Excellent,1.547
220,33,67,1986,11,Female,38.1,-122.63,30335,61846,12525,722,4,26-35,High Income,Good,0.203
1343,22,62,1997,7,Female,41.83,-87.68,11951,24369,37437,575,4,18-25,Low Income,Poor,1.536
1930,26,68,1993,10,Male,33.2,-97.75,21810,44470,66413,721,3,26-35,Lower Middle,Good,1.493
1260,28,65,1991,12,Male,26.14,-80.13,20995,42806,49194,712,3,26-35,Lower Middle,Good,1.149
96,69,66,1950,12,Female,33.89,-117.78,38948,99825,4344,685,4,65+,High Income,Good,0.044
1166,44,66,1975,5,Female,39.39,-84.56,19569,39898,43630,682,3,36-45,Lower Middle,Good,1.094
1533,39,70,1980,12,Female,39.77,-86.14,24233,49412,42378,830,3,36-45,Upper Middle,Excellent,0.858
88,22,68,1997,8,Male,35.46,-86.08,16349,33337,71679,712,1,18-25,Lower Middle,Good,2.15
1451,58,57,1961,4,Female,42.41,-70.99,20979,17078,25245,719,4,56-65,Low Income,Good,1.478
57,28,66,1992,2,Female,32.33,-111.05,21494,43826,84935,823,1,26-35,Lower Middle,Excellent,1.938
1335,51,66,1968,10,Female,33.56,-117.63,47991,97845,255288,836,4,46-55,High Income,Excellent,2.609
816,56,65,1964,2,Male,36.56,-82.19,17795,36285,67244,759,5,56-65,Lower Middle,Very Good,1.853
1081,31,60,1988,9,Female,39.69,-104.81,24849,50666,102318,617,3,26-35,Upper Middle,Fair,2.019
1385,51,68,1968,7,Female,44.96,-93.26,40364,82298,182301,789,6,46-55,High Income,Very Good,2.215
1125,25,71,1994,8,Male,30.51,-97.67,31839,64917,102747,689,4,18-25,High Income,Good,1.583
1952,26,54,1993,7,Female,27.75,-82.64,18100,36909,102869,821,1,26-35,Lower Middle,Excellent,2.787
1870,24,70,1995,6,Male,32.85,-117.2,34848,71054,106595,767,2,18-25,High Income,Very Good,1.5
1345,83,66,1936,9,Female,30.21,-90.92,24703,16620,1140,804,8,65+,Low Income,Excellent,0.069
1695,45,66,1974,12,Female,33.94,-117.99,27973,57027,21798,709,4,36-45,Upper Middle,Good,0.382
1906,18,71,2001,10,Male,41.26,-96.01,14199,28950,61297,609,1,18-25,Low Income,Fair,2.117
1985,50,69,1969,3,Female,34.06,-84.27,0,1426,3154,680,3,46-55,Low Income,Good,2.212
1604,55,72,1964,11,Male,34.31,-89.93,15354,31308,59817,742,7,46-55,Lower Middle,Very Good,1.911
1933,26,64,1993,5,Male,29.57,-81.21,14546,29658,45750,589,2,26-35,Low Income,Fair,1.543
649,48,65,1971,9,Male,41.5,-74.02,22762,46408,0,847,7,46-55,Upper Middle,Excellent,0.0
1486,39,63,1980,4,Female,36.48,-81.05,11431,23307,31064,789,1,36-45,Low Income,Very Good,1.333
1744,31,69,1988,3,Female,35.78,-88.36,14435,29433,61260,693,3,26-35,Low Income,Good,2.081
1272,27,69,1992,6,Male,36.0,-115.04,30025,61222,142541,779,1,26-35,High Income,Very Good,2.328
400,46,68,1973,5,Female,30.17,-85.67,19508,39770,72827,711,4,46-55,Lower Middle,Good,1.831
1994,48,66,1971,9,Female,39.38,-119.87,38345,78180,102759,740,3,46-55,High Income,Good,1.314
572,29,67,1991,1,Male,29.95,-91.2,23208,47317,42433,680,2,26-35,Upper Middle,Good,0.897
1442,41,58,1979,1,Male,43.01,-114.7,14925,30432,101847,624,1,36-45,Lower Middle,Fair,3.347
1853,39,70,1980,5,Male,40.34,-94.87,18226,37165,0,771,3,36-45,Lower Middle,Very Good,0.0
556,46,66,1973,12,Male,41.01,-81.6,17856,36405,31815,715,2,46-55,Lower Middle,Good,0.874
1960,30,61,1989,12,Male,38.96,-76.85,23500,47916,69567,612,1,26-35,Upper Middle,Fair,1.452
321,52,67,1967,5,Male,45.18,-89.7,19705,40177,47012,698,4,46-55,Lower Middle,Good,1.17
483,49,68,1971,2,Female,48.53,-122.31,19604,39969,68456,713,3,46-55,Lower Middle,Good,1.713
404,44,61,1975,9,Male,29.77,-82.48,21979,44816,63043,625,1,36-45,Lower Middle,Fair,1.407
1510,32,59,1988,1,Male,33.9,-118.0,24845,50658,72806,764,2,26-35,Upper Middle,Very Good,1.437
916,21,68,1998,8,Male,36.04,-86.64,20236,41260,80574,682,2,18-25,Lower Middle,Good,1.953
1635,54,58,1965,3,Male,40.68,-73.78,20760,42332,75213,616,6,46-55,Lower Middle,Fair,1.777
1384,74,67,1946,1,Female,38.53,-90.0,22545,23011,30510,721,3,65+,Low Income,Good,1.326
943,64,61,1955,4,Male,40.2,-74.78,39495,87317,41998,773,1,56-65,High Income,Very Good,0.481
1236,72,65,1947,9,Female,38.86,-104.76,14645,25243,18006,730,6,65+,Low Income,Good,0.713
969,24,70,1996,2,Female,33.81,-117.79,28884,58893,113715,666,3,18-25,Upper Middle,Fair,1.931
508,24,69,1995,7,Male,39.75,-75.09,31547,64319,0,757,3,18-25,High Income,Very Good,0.0
496,47,63,1972,8,Male,32.76,-96.59,17810,36319,44737,730,4,46-55,Lower Middle,Good,1.232
450,39,66,1980,9,Male,37.07,-76.51,21186,43192,33517,739,3,36-45,Lower Middle,Good,0.776
1753,46,58,1974,2,Male,32.28,-90.0,22304,45476,67636,506,1,46-55,Upper Middle,Poor,1.487
304,31,68,1988,8,Male,41.14,-104.79,20255,41297,34703,685,2,26-35,Lower Middle,Good,0.84
839,45,63,1975,1,Female,41.63,-73.21,26674,54384,69717,622,3,36-45,Upper Middle,Fair,1.282
138,43,68,1977,2,Female,40.77,-79.04,16071,32770,103262,641,4,36-45,Lower Middle,Fair,3.151
43,26,66,1993,8,Female,33.99,-118.39,29972,61104,79486,721,4,26-35,High Income,Good,1.301
1187,55,67,1964,9,Male,44.78,-89.68,23216,47334,87775,701,3,46-55,Upper Middle,Good,1.854
849,67,69,1952,7,Female,39.95,-75.16,21497,43828,60231,711,3,65+,Lower Middle,Good,1.374
654,47,69,1972,7,Female,39.14,-81.78,16618,33883,50616,524,1,46-55,Lower Middle,Poor,1.494
1898,44,72,1975,9,Male,32.35,-86.28,25009,50993,75783,675,5,36-45,Upper Middle,Good,1.486
1971,48,66,1971,9,Male,43.45,-76.5,20447,41690,69869,763,2,46-55,Lower Middle,Very Good,1.676
1020,29,66,1991,1,Female,42.03,-88.08,26545,54122,166903,796,4,26-35,Upper Middle,Very Good,3.084
22,56,66,1963,3,Male,38.99,-76.88,26467,53966,135478,747,1,56-65,Upper Middle,Very Good,2.51
436,20,65,2000,1,Female,40.32,-75.32,26273,53569,79540,623,1,18-25,Upper Middle,Fair,1.485
1823,67,70,1952,5,Male,33.27,-111.94,32056,65362,27745,743,6,65+,High Income,Very Good,0.424
589,58,72,1961,11,Male,40.55,-81.91,13259,27035,58050,595,2,56-65,Low Income,Fair,2.147
49,38,74,1981,6,Male,40.81,-81.93,18962,38663,59053,686,3,36-45,Lower Middle,Good,1.527
1350,22,65,1998,2,Female,33.84,-118.07,21940,44740,103896,651,1,18-25,Lower Middle,Fair,2.322
1525,43,70,1976,9,Female,29.88,-90.06,19126,38994,0,728,4,36-45,Lower Middle,Good,0.0
69,54,67,1965,10,Female,40.52,-81.47,18794,38318,93284,748,6,46-55,Lower Middle,Very Good,2.434
234,42,73,1977,11,Female,32.76,-96.59,18452,37623,923,726,6,36-45,Lower Middle,Good,0.025
608,32,65,1987,10,Male,37.78,-121.99,0,2365,0,769,3,26-35,Low Income,Very Good,0.0
1064,50,65,1969,12,Female,37.68,-122.43,23752,48428,72566,654,1,46-55,Upper Middle,Fair,1.498
374,58,66,1961,11,Male,38.47,-121.44,15290,31177,18859,689,5,56-65,Lower Middle,Good,0.605
286,38,69,1981,10,Male,31.15,-88.55,18746,38223,30756,725,4,36-45,Lower Middle,Good,0.805
1419,53,64,1966,9,Female,33.74,-84.37,30157,61490,116180,647,1,46-55,High Income,Fair,1.889
1435,41,78,1978,10,Female,34.06,-84.27,45132,92017,157723,703,3,36-45,High Income,Good,1.714
1683,43,69,1976,12,Male,31.84,-106.43,12313,25109,92,850,3,36-45,Low Income,Excellent,0.004
727,44,68,1975,5,Male,38.63,-90.24,19874,40522,81572,801,5,36-45,Lower Middle,Excellent,2.013
1150,46,67,1973,4,Male,32.83,-97.17,30913,63030,93406,791,5,46-55,High Income,Very Good,1.482
332,61,65,1958,7,Male,39.52,-85.77,18324,37362,21600,703,4,56-65,Lower Middle,Good,0.578
487,52,68,1967,7,Male,42.66,-73.79,27005,55059,162462,735,3,46-55,Upper Middle,Good,2.951
735,49,67,1970,12,Female,47.79,-122.2,33226,67743,67132,752,3,46-55,High Income,Very Good,0.991
137,33,65,1986,7,Female,36.33,-82.36,20142,41069,64073,644,3,26-35,Lower Middle,Fair,1.56
570,34,65,1985,9,Male,34.29,-83.83,15814,32245,43097,625,1,26-35,Lower Middle,Fair,1.337
1121,44,68,1975,6,Female,32.78,-79.99,41380,84365,113529,796,5,36-45,High Income,Very Good,1.346
860,55,65,1965,2,Male,39.01,-77.02,30794,62791,193215,692,4,46-55,High Income,Good,3.077
518,31,61,1988,4,Male,44.06,-70.39,22283,45433,91998,523,1,26-35,Upper Middle,Poor,2.025
1203,36,62,1984,2,Male,43.42,-73.71,20371,41537,128044,582,1,36-45,Lower Middle,Fair,3.083
944,58,71,1961,10,Male,33.77,-118.34,58517,119308,89328,789,6,56-65,High Income,Very Good,0.749
388,25,66,1994,10,Female,28.92,-81.92,8491,17310,21853,749,2,18-25,Low Income,Very Good,1.262
741,75,66,1944,9,Male,42.35,-71.06,21695,41316,22629,826,1,65+,Lower Middle,Excellent,0.548
1737,52,65,1967,3,Male,42.46,-82.94,18487,37686,41173,739,4,46-55,Lower Middle,Good,1.093
1709,62,69,1957,3,Female,40.46,-96.37,17420,35519,111115,744,1,56-65,Lower Middle,Very Good,3.128
1018,90,71,1929,10,Female,29.57,-81.21,17142,31805,614,755,6,65+,Lower Middle,Very Good,0.019
275,43,58,1977,2,Female,29.56,-95.02,37415,76288,120771,710,4,36-45,High Income,Good,1.583
1367,49,67,1970,6,Female,44.52,-87.98,16801,34255,36094,708,4,46-55,Lower Middle,Good,1.054
1965,24,65,1996,1,Male,43.9,-123.02,18364,37443,0,745,1,18-25,Lower Middle,Very Good,0.0
284,51,65,1968,4,Male,33.44,-111.76,25005,50980,0,754,4,46-55,Upper Middle,Very Good,0.0
79,70,66,1949,10,Female,30.36,-87.17,20045,29164,19851,625,4,65+,Low Income,Fair,0.681
1515,77,67,1942,12,Female,40.34,-76.42,20983,30457,19314,520,5,65+,Lower Middle,Poor,0.634
1934,47,67,1973,1,Female,34.0,-118.3,13614,27763,59691,691,1,46-55,Low Income,Good,2.15
9,29,60,1990,12,Male,32.63,-117.05,20102,40988,89801,540,3,26-35,Lower Middle,Poor,2.191
1964,68,64,1951,12,Male,35.64,-78.45,22644,38637,30595,643,4,65+,Lower Middle,Fair,0.792
982,46,67,1973,10,Male,40.49,-74.48,32610,66489,45974,729,4,46-55,High Income,Good,0.691
1676,51,65,1968,12,Male,38.81,-94.45,24981,50936,88447,681,3,46-55,Upper Middle,Good,1.736
1519,41,72,1978,3,Female,45.6,-108.68,19625,40012,59472,849,4,36-45,Lower Middle,Excellent,1.486
1098,50,71,1969,3,Male,42.67,-95.3,16901,34456,54634,752,4,46-55,Lower Middle,Very Good,1.586
554,59,67,1960,8,Male,29.66,-95.04,26170,53357,114266,690,5,56-65,Upper Middle,Good,2.142
596,28,65,1991,11,Male,40.64,-73.94,16985,34629,34484,721,3,26-35,Lower Middle,Good,0.996
170,34,71,1985,9,Male,35.01,-97.37,18137,36983,58895,768,4,26-35,Lower Middle,Very Good,1.592
794,49,67,1970,11,Female,33.94,-118.2,14528,29621,0,730,3,46-55,Low Income,Good,0.0
